,0
206,-0.7560659185945262
207,-0.34221177647741907
208,0.519064901410875
209,-0.29078471638568226
210,-0.7139909551092325
211,-0.6735152987330619
212,-0.5229241601256396
213,-0.6594494780912195
214,-0.272784947366715
215,-0.7755298707913911
216,-0.4658151860442117
217,-0.9654605888696164
218,9.368061120788013
219,-0.6010009607666507
220,1.581273334865895
221,-0.010200537070183202
222,-0.0905139874233476
223,-1.2421046346454219
224,0.006266921465970743
225,0.3275925856417943
226,-0.6826558027736205
227,-0.6537968403431145
228,0.0007938308422379414
229,-0.2772210367299208
230,-0.40166124260342295
231,0.9321770066531889
232,-0.21258381248535274
233,-0.7414766836508226
234,-0.7818896872181984
235,0.4435368588912003
236,-0.35161184636414333
237,-0.5982642306113228
238,-0.6106381513347094
239,-0.4513387833257627
240,-0.6611373510229224
241,-0.898173174993468
242,-0.4978411780435099
